Obs#,Time,Date,configName,configAuthor,remark,Column,Row,Treatment,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
218,10:30:32,5/6/2024,TIM2024,Zach Peagler,,3,12,Liquid,0.918518,2.920159,0.698735,3.917529,2.402053,2.296251,2.936981,0.534928,23.412024,24.490753,29.944754,0.441786,PSF-01133_20240506103032,0,0,0,70.262787,263.353943,0.7332,0.5,0.8,32.794693,88.18,84.3,22.43,23.67,98.08,156.5,157,-0.3,112,3.724,-3,13,256,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,-0.104,-0.232,0.233,-0.927,64.415,33.009,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.540474,2.460056,1.687926,0.955345,0.302228,0.016046,0.078566,0.206961,33.313393,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103032,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
219,10:30:39,5/6/2024,TIM2024,Zach Peagler,,3,13,CBG,0.759347,2.921909,0.602713,4.123321,2.404554,2.293353,3.05685,0.652296,23.382952,24.516748,31.167538,0.441786,PSF-01133_20240506103039,0,0,0,79.477074,272.76886,0.708628,0.5,0.8,42.7286,87.92,83.86,22.5,24.34,98.08,156.7,155.3,0.9,151,3.723,0,11,251,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.246,0.418,-9999,0.174,0.242,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.539845,2.459722,1.689808,0.95093,0.30144,0.022966,0.079477,0.241545,79.477074,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103039,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
220,10:30:50,5/6/2024,TIM2024,Zach Peagler,,4,1,Liquid,0.750879,2.921093,0.597332,4.932201,2.435438,2.302376,3.221943,0.786505,23.474169,24.830822,32.849735,0.441786,PSF-01133_20240506103050,0,0,0,96.961502,276.310455,0.649085,0.5,0.8,74.191971,88.54,83.71,22.59,25.22,98.08,156.6,155.5,0.7,286,3.723,0,5,212,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.075,0.084,0.365,5.987,5.496,2.037,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.539619,2.4605,1.68893,0.951483,0.300307,0.03212,0.080881,0.361506,96.961502,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103050,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
221,10:31:01,5/6/2024,TIM2024,Zach Peagler,,4,2,CBG,1.156946,2.922951,0.828868,4.402603,2.440389,2.321791,2.947068,0.506679,23.671213,24.880354,30.046064,0.441786,PSF-01133_20240506103101,0,0,0,83.408478,305.912384,0.727345,0.5,0.8,35.281433,88.24,83.95,22.68,23.73,98.08,156.9,154.4,1.6,121,3.724,-4,-6,193,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,-0.337,0.209,0.826,-80.14,42.675,21.028,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.539948,2.460102,1.690933,0.948528,0.299222,0.013855,0.082349,0.215355,83.408478,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103101,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
222,10:31:12,5/6/2024,TIM2024,Zach Peagler,,4,3,CG,0.703486,2.922436,0.566999,3.495429,2.456373,2.362189,3.044096,0.587723,24.082895,25.043119,31.035053,0.441786,PSF-01133_20240506103112,0,0,0,85.199478,324.545135,0.73748,0.5,0.8,66.890709,88.46,85.07,22.75,24.27,98.09,156.8,155.2,1,227,3.722,-14,3,218,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,-0.04,0.281,0.279,79.073,41.413,20.504,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.54151,2.460372,1.690377,0.950698,0.298424,0.019294,0.083674,0.309082,85.199478,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103112,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
223,10:31:23,5/6/2024,TIM2024,Zach Peagler,,4,4,Control,0.722103,2.922891,0.579048,3.396133,2.449204,2.357719,3.008491,0.559287,24.036648,24.969328,30.671186,0.441786,PSF-01133_20240506103123,0,0,0,97.719666,328.359253,0.7024,0.5,0.8,71.782082,87.8,84.52,22.82,24.07,98.09,156.8,155.2,1.1,255,3.723,-7,6,318,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,-0.048,-9999,-9999,1.532,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.540725,2.459525,1.690868,0.950562,0.297526,0.016176,0.085063,0.334613,97.719666,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103123,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
224,10:31:29,5/6/2024,TIM2024,Zach Peagler,,4,5,Liquid,0.606394,2.923169,0.502213,3.599902,2.465032,2.368089,3.148059,0.683028,24.141018,25.129278,32.092274,0.441786,PSF-01133_20240506103129,0,0,0,85.255264,304.774048,0.720267,0.5,0.8,69.198196,88.09,84.63,22.87,24.83,98.09,156.9,154.2,1.7,240,3.693,-10,2,340,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.028,0.17,-9999,79.479,40.312,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.540873,2.459894,1.691168,0.948115,0.29692,0.024346,0.085889,0.321013,85.255264,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103129,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
225,10:31:37,5/6/2024,TIM2024,Zach Peagler,,4,6,CBG,0.525891,2.922314,0.445687,2.777455,2.46971,2.394866,3.063797,0.594087,24.413115,25.176075,31.232164,0.441786,PSF-01133_20240506103137,0,0,0,96.501228,344.103455,0.719558,0.5,0.8,34.143131,87.96,85.3,22.93,24.38,98.1,156.8,155.1,1.1,119,3.693,-8,3,323,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,-0.199,-0.013,0.379,78.539,52.55,25.501,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.541806,2.45972,1.690245,0.950453,0.296255,0.018454,0.086856,0.213007,96.501228,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103137,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
226,10:31:43,5/6/2024,TIM2024,Zach Peagler,,4,7,CG,0.647752,2.921668,0.530203,3.488407,2.494911,2.400885,3.121855,0.626944,24.474476,25.43297,31.823996,0.441786,PSF-01133_20240506103143,0,0,0,90.699074,340.550781,0.733669,0.5,0.8,25.804653,88.64,85.29,22.97,24.69,98.1,156.7,155.1,1,88,3.721,-4,7,298,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.102,0.361,-9999,0.414,-0.464,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.541796,2.46057,1.689548,0.950447,0.295758,0.021601,0.087536,0.185734,90.699074,0.000351,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103143,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
227,10:31:49,5/6/2024,TIM2024,Zach Peagler,,4,9,Liquid,0.544905,2.921095,0.459238,3.00982,2.492763,2.411598,3.117306,0.624542,24.583624,25.411013,31.777546,0.441786,PSF-01133_20240506103149,0,0,0,97.728607,367.870697,0.73434,0.5,0.8,33.796223,88.32,85.44,23.02,24.67,98.1,156.6,155,1,115,3.721,-5,21,306,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.11,0.26,-9999,0.847,-0.372,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.541999,2.460162,1.688932,0.950259,0.295229,0.020806,0.088219,0.209836,97.728607,0.000359,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103149,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
228,10:31:57,5/6/2024,TIM2024,Zach Peagler,,4,10,CBG,0.620773,2.922232,0.512007,3.428048,2.504391,2.412042,3.142284,0.637892,24.588152,25.529549,32.032169,0.441786,PSF-01133_20240506103157,0,0,0,116.365669,375.309692,0.689948,0.5,0.8,30.766224,88.43,85.17,23.07,24.8,98.1,156.8,155.2,1,111,3.721,-10,13,289,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.051,0.375,0.332,0.669,0.497,-0.548,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.541601,2.460296,1.690157,0.95055,0.294564,0.021708,0.089183,0.206658,116.365669,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103157,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
229,10:32:03,5/6/2024,TIM2024,Zach Peagler,,4,11,CG,0.696489,2.921484,0.562409,3.605268,2.526357,2.429198,3.137059,0.610701,24.76272,25.753141,31.978498,0.441786,PSF-01133_20240506103203,0,0,0,109.42662,376.42981,0.709304,0.5,0.8,42.900658,88.97,85.55,23.12,24.77,98.1,156.7,155.6,0.7,151,3.721,2,19,260,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.363,0.308,-9999,0.157,-0.775,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542129,2.460976,1.689351,0.951645,0.294045,0.02088,0.089931,0.241956,106.120346,0.000347,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103203,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
230,10:32:12,5/6/2024,TIM2024,Zach Peagler,,4,12,Control,0.754027,2.921637,0.599346,3.194259,2.525184,2.439108,3.03321,0.508026,24.863174,25.740591,30.919182,0.441786,PSF-01133_20240506103212,0,0,0,104.669098,366.241333,0.714207,0.5,0.8,36.284325,88.62,85.6,23.17,24.21,98.1,156.7,154.1,1.6,127,3.721,-5,12,275,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,-0.013,0.412,0.512,0.315,0.209,-0.791,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542191,2.460523,1.689515,0.947793,0.293369,0.013725,0.091027,0.220456,104.669098,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103212,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
231,10:32:23,5/6/2024,TIM2024,Zach Peagler,,5,1,Control,0.875176,2.921022,0.673413,4.006,2.541424,2.433448,3.108158,0.566735,24.807438,25.908176,31.685673,0.441786,PSF-01133_20240506103223,0,0,0,148.259644,446.087494,0.667645,0.5,0.8,63.745068,88.93,85.15,23.22,24.62,98.09,156.6,154.9,1.1,239,3.72,-4,0,188,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.139,0.513,0.427,7.545,4.338,1.642,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.541547,2.460909,1.688853,0.949912,0.292797,0.017869,0.09246,0.31969,148.259644,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103223,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
232,10:32:39,5/6/2024,TIM2024,Zach Peagler,,5,2,Liquid,1.91806,2.921597,1.157892,5.145786,2.588953,2.450396,3.012421,0.423469,24.981476,26.394047,30.711256,0.441786,PSF-01133_20240506103239,0,0,0,139.682648,456.202637,0.693814,0.5,0.8,55.211082,90.12,85.3,23.31,24.1,98.09,156.7,155.4,0.8,199,3.72,-4,3,192,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.169,0.366,1.434,-45.861,33.873,16.48,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.541747,2.462425,1.689472,0.951292,0.291796,0.010869,0.094506,0.284369,139.682648,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103239,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
233,10:32:45,5/6/2024,TIM2024,Zach Peagler,,5,3,CBG,1.021494,2.922467,0.756925,4.133203,2.585373,2.474157,3.105434,0.520061,25.224495,26.358362,31.660475,0.441786,PSF-01133_20240506103245,0,0,0,130.123611,441.996216,0.7056,0.5,0.8,28.741186,89.86,85.99,23.33,24.6,98.09,156.8,155.1,1.1,102,3.72,-3,19,185,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.406,0.528,-9999,0.107,-2.091,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542725,2.462084,1.69041,0.950284,0.291495,0.016421,0.095176,0.198086,109.911919,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103245,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
234,10:32:56,5/6/2024,TIM2024,Zach Peagler,,5,4,CG,0.821398,2.92221,0.641172,3.261113,2.571128,2.483338,3.05575,0.484622,25.315451,26.210394,31.150692,0.441786,PSF-01133_20240506103256,0,0,0,118.43705,418.228973,0.716813,0.5,0.8,31.886189,89.11,86.07,23.38,24.33,98.1,156.8,154.6,1.4,111,3.719,-14,13,128,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.208,0.583,0.683,49.658,23.924,11.473,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542829,2.461129,1.690132,0.948962,0.290956,0.012782,0.096659,0.206417,118.43705,0.000359,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103256,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
235,10:33:05,5/6/2024,TIM2024,Zach Peagler,,5,5,Control,0.670422,2.920292,0.545248,3.646194,2.572891,2.474586,3.209549,0.636658,25.226107,26.22823,32.718361,0.441786,PSF-01133_20240506103305,0,0,0,140.89679,439.548615,0.679451,0.5,0.8,74.437294,89,85.6,23.41,25.16,98.1,156.5,154.4,1.4,274,3.719,-9,11,127,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.069,0.42,0.385,87.314,44.082,20.539,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542164,2.460988,1.688069,0.948534,0.290591,0.021937,0.097738,0.350961,140.89679,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103305,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
236,10:33:12,5/6/2024,TIM2024,Zach Peagler,,5,6,Liquid,1.001466,2.921338,0.745798,3.98134,2.590998,2.483759,3.099519,0.508522,25.317806,26.410931,31.594463,0.441786,PSF-01133_20240506103312,0,0,0,106.36747,436.859253,0.756518,0.5,0.8,85.601303,89.44,85.74,23.45,24.57,98.1,156.7,155.5,0.7,283,3.719,-11,17,137,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.243,0.621,-9999,0.24,-0.916,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542346,2.461537,1.689194,0.951471,0.290175,0.014752,0.098472,0.35895,106.36747,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103312,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
237,10:33:22,5/6/2024,TIM2024,Zach Peagler,,5,7,CBG,0.806863,2.921204,0.632234,3.241396,2.598063,2.510757,3.086427,0.488364,25.594437,26.484428,31.462774,0.441786,PSF-01133_20240506103322,0,0,0,114.37619,433.529022,0.736174,0.5,0.8,67.035591,89.38,86.38,23.5,24.5,98.1,156.6,154.6,1.3,228,3.718,-19,20,151,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.044,0.405,0.573,1.757,1.253,-0.41,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.54325,2.46146,1.689049,0.949128,0.289533,0.013299,0.099817,0.309876,114.37619,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103322,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
238,10:33:30,5/6/2024,TIM2024,Zach Peagler,,5,8,CG,0.710326,2.922145,0.571422,3.520372,2.591694,2.496934,3.178297,0.586603,25.452492,26.418425,32.397968,0.441786,PSF-01133_20240506103330,0,0,0,115.110756,438.835846,0.737691,0.5,0.8,46.746826,89.05,85.8,23.52,24.99,98.1,156.8,155,1.1,158,3.689,-7,13,149,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.11,0.629,-9999,0.52,-1.685,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542419,2.461035,1.690063,0.950178,0.289293,0.018743,0.10068,0.248368,115.110756,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103330,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
239,10:33:36,5/6/2024,TIM2024,Zach Peagler,,5,9,Control,0.721973,2.921702,0.578918,3.69743,2.602909,2.503357,3.210914,0.608006,25.517317,26.53207,32.729614,0.441786,PSF-01133_20240506103336,0,0,0,127.687813,430.72699,0.703553,0.5,0.8,86.653717,89.3,85.88,23.55,25.16,98.1,156.7,155.3,0.9,308,3.689,-13,9,161,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.437,0.2,-9999,0.099,-1.256,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542542,2.46135,1.689585,0.950941,0.289,0.020441,0.101411,0.381194,127.687813,0.000351,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103336,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
240,10:33:44,5/6/2024,TIM2024,Zach Peagler,,5,10,Liquid,0.524432,2.921228,0.444613,2.999532,2.603776,2.522985,3.245893,0.642117,25.717386,26.540905,33.086159,0.441786,PSF-01133_20240506103344,0,0,0,139.426239,444.826111,0.68656,0.5,0.8,86.400223,89.16,86.4,23.58,25.35,98.1,156.6,155.6,0.7,315,3.718,-8,10,156,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.198,0.224,0.221,0.467,0.268,-0.844,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543266,2.461173,1.689075,0.951745,0.288644,0.022206,0.102347,0.387146,139.426239,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103344,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
241,10:33:51,5/6/2024,TIM2024,Zach Peagler,,5,11,CBG,0.590118,2.921735,0.490957,3.163421,2.602115,2.516943,3.215494,0.613379,25.655865,26.524046,32.776382,0.441786,PSF-01133_20240506103351,0,0,0,136.414291,428.874481,0.681925,0.5,0.8,105.224281,88.97,86.05,23.61,25.19,98.1,156.7,155.1,1,386,3.717,-10,11,170,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.109,0.24,-9999,0.273,0.755,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542775,2.460918,1.68962,0.950355,0.288342,0.020064,0.103141,0.450363,136.414291,0.000364,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103351,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
242,10:33:58,5/6/2024,TIM2024,Zach Peagler,,5,12,CG,0.622701,2.922574,0.513328,2.881888,2.612945,2.535415,3.147535,0.53459,25.844549,26.63485,32.084148,0.441786,PSF-01133_20240506103358,0,0,0,122.435333,412.647858,0.703293,0.5,0.8,45.200966,89.2,86.56,23.63,24.83,98.1,156.8,154.9,1.2,161,3.717,-23,27,164,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.111,0.141,-9999,0.304,0.048,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543483,2.461215,1.690526,0.949875,0.288053,0.015618,0.103935,0.25037,122.435333,0.000346,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103358,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
243,10:34:07,5/6/2024,TIM2024,Zach Peagler,,6,1,CG,0.664531,2.920785,0.541362,3.188991,2.612295,2.526383,3.173127,0.560832,25.75334,26.629101,32.346085,0.441786,PSF-01133_20240506103407,0,0,0,139.696594,450.120453,0.689646,0.5,0.8,84.408829,89.09,86.16,23.65,24.97,98.1,156.6,154.9,1.1,306,3.717,2,3,181,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.083,0.44,0.385,1.246,0.755,-0.685,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542922,2.461074,1.688598,0.949944,0.287866,0.017003,0.105064,0.379481,139.696594,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103407,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
244,10:34:17,5/6/2024,TIM2024,Zach Peagler,,6,2,Control,0.923306,2.921963,0.701606,3.341439,2.613246,2.523314,3.066915,0.453669,25.722506,26.639267,31.263941,0.441786,PSF-01133_20240506103417,0,0,0,118.05761,443.671356,0.733908,0.5,0.8,90.471664,89.03,85.96,23.67,24.4,98.1,156.7,155.3,0.9,308,3.717,-4,2,196,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.319,0.737,0.656,35.735,18.058,7.081,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.542636,2.460989,1.689866,0.950823,0.287657,0.010211,0.106256,0.381434,118.05761,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103417,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
245,10:34:24,5/6/2024,TIM2024,Zach Peagler,,6,3,Liquid,0.781275,2.921943,0.616448,3.352654,2.628923,2.538705,3.146717,0.517795,25.880333,26.800035,32.07859,0.441786,PSF-01133_20240506103424,0,0,0,120.039581,443.394531,0.729271,0.5,0.8,37.669456,89.49,86.42,23.68,24.83,98.09,156.7,155.4,0.9,129,3.717,-7,10,120,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.069,0.439,-9999,1.035,-0.448,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543288,2.461584,1.689845,0.951132,0.287513,0.015029,0.107106,0.222344,120.039581,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103424,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
